artist_followers,genres,album_total_tracks,artist_popularity,explicit,tempo,chart,album_release_date,energy,key,popularity,available_markets,mode,time_signature,album_name,speechiness,danceability,valence,acousticness,liveness,instrumentalness,loudness,name
2338837.0,"['indie pop', 'la indie', 'pov: indie']",2.0,74.0,False,97.129,0.0,2018-12-05,0.123,7.0,0.0,[],1.0,4.0,Spotify Singles,0.0407,0.373,0.138,0.948,0.0816,0.0,-15.193,Friday I’m In Love - Recorded at Spotify Studios NYC
